Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI,MACD,BB_Mid,BB_Upper,BB_Lower,Daily_Return
2019-10-11,1672.890380859375,1679.752548417866,1620.813862508467,1625.8657498721298,12593069,1747.3129943847657,1814.5653784179688,35.07143297695822,-34.87503796836677,1747.3129943847657,1827.7442529678535,1666.881735801678,-0.008780450687754682
2019-10-14,1701.6439208984375,1711.5371995083121,1657.0189195092157,1679.7524107829702,3510704,1742.5726318359375,1813.0826440429687,44.19947139097581,-34.19053273489817,1742.5726318359375,1821.9787471925538,1663.1665164793212,0.01718794032654536
2019-10-15,1715.3681640625,1723.5353397530746,1703.0751575776965,1710.9056230475073,2261310,1738.1669616699219,1811.5216088867187,53.07318811897603,-32.169792339635706,1738.1669616699219,1812.989290220587,1663.3446331192567,0.008065284984426269
2019-10-16,1723.0301513671875,1731.1131494074632,1697.4339052555672,1715.95748953911,3034082,1733.8054931640625,1809.2861450195312,50.25753652388079,-29.608771192664108,1733.8054931640625,1800.681099182009,1666.929887146116,0.004466672207872557
2019-10-17,1748.470458984375,1754.5399350456935,1721.222658394382,1733.8780319833302,3818774,1731.8674682617188,1807.11240234375,48.130011576762364,-25.235425000444366,1731.8674682617188,1794.3247108216717,1669.410225701766,0.014764865023981777
2019-10-18,1771.1982421875,1776.8370503623398,1743.3476414712588,1754.109046665526,3087901,1730.396417236328,1805.82515625,52.33616938804354,-19.708388440473755,1730.396417236328,1787.1621030746314,1673.6307313980246,0.01299866582608833
2019-10-22,1766.075927734375,1817.8168562602664,1756.304696364833,1790.698110831804,5552505,1730.2101135253906,1804.0102587890624,56.520930436614584,-15.56210979925936,1730.2101135253906,1786.4533126040253,1673.966914446756,-0.0028920051584958584
2019-10-23,1782.1748046875,1794.0123499309389,1767.0226627024235,1773.479505562481,2348134,1732.3653747558594,1801.7881762695313,52.95769995841642,-10.852014015161103,1732.3653747558594,1793.1576852337446,1671.5730642779743,0.009115619946067355
2019-10-24,1792.4197998046875,1807.055312098962,1774.598953341931,1794.1416247804846,2798671,1737.1230895996093,1800.3384936523437,62.94260911646847,-6.220833787329184,1737.1230895996093,1801.1566577172782,1673.0895214819404,0.005748591602934283
2019-10-25,1829.395751953125,1833.7434015851707,1786.4363075105916,1802.750555361196,3954245,1742.5129272460938,1799.6527392578125,68.16238735975863,0.428125067255678,1742.5129272460938,1818.141736293844,1666.8841181983437,0.020629069235045705
2019-10-27,1821.432373046875,1832.8825503204685,1815.492161395971,1832.8825503204685,224405,1745.6627502441406,1798.0558276367187,63.98646480501355,4.9972890996400565,1745.6627502441406,1828.9440925022402,1662.381407986041,-0.004353010494174359
2019-10-29,1889.573974609375,1895.4710994047464,1826.4259556561403,1826.4259556561403,5064173,1752.2554504394532,1798.0213037109374,78.12907296258479,13.955966581854,1752.2554504394532,1857.5277833522368,1646.9831175266695,0.03741099728479802
2019-10-30,1939.4642333984375,1945.662762996007,1874.077953820348,1915.5308175513785,5195136,1762.666680908203,1799.7726831054688,87.19161427555258,24.79568079089995,1762.666680908203,1896.4995251382484,1628.8338366781577,0.02640291380991111
